_id,name,description,tags,clauseID
1573,Standard ,"Purchase Orders and Statements of WorkUse of Standard Form. [PARTY B] shall submit each order for Equipment or Services on [PARTY A]'s standard form, an example of which is attached to this agreement on [ATTACHMENT] (each one, a ""Purchase Order"").Contents of Purchase Order. [PARTY B] shall include in each Purchase Order each item requested, it's price, and product number,the quantity of each item requested, andthe time, date, mode, and location for delivery.Acceptance or Rejection of OrderWritten Notice of Decision. Within [five] Business Days of receiving a Purchase Order, [PARTY A] shall accept or reject that Purchase Order by giving written notice to [PARTY B].Contents of Rejection. [PARTY A] shall include in its notice of rejection the specific grounds for making the rejection, including any objections to Purchase Order.Execution of Statements of Work. If [PARTY A] accepts a Purchase Order, the parties shall cooperate to execute a binding statement of work, specifically describing the Equipment and Services to be provided, prices owed, and timetable for performance (each one, a ""Statement of Work"").",Neutral,746
1574,Asset Purchase Agreement ,"Consideration for the Purchased AssetsThe Purchase Price and Assumed Liabilities. The aggregate value for the Purchased Assets is the Purchase Price, plus the assumption of the Assumed Liabilities.Purchase Price Definition. The ""Purchase Price"" comprises the following:cash in the amount of $[DOLLAR AMOUNT] [;[the issuance of [NUMBER OF SHARES IN THE BUYER] shares of newly issued common stock of the [PARTY A] (to be adjusted for forward or reverse splits occurring after the date of this agreement);[NOTES];[LOANS AND LIABILITIES OWED TO THE BUYER]; and[OTHER RIGHTS OF THE BUYER OR OTHER FORMS OF CONSIDERATION THE BUYER MAY TRANSFER]].",Neutral,747
1575,Stock Purchase Agreement ,"CompareConsideration for the SharesThe Purchase Price. The Purchase Price is the aggregate amount of consideration for the Shares.Purchase Price Definition. The ""Purchase Price"" means cash in the amount of $[PURCHASE PRICE AMOUNT].",Neutral,747
1576,Domain Name Transfer ,"ComparePurchase Price. As consideration for [PARTY A]'s sale and transfer of the [DELIVERABLE], [PARTY B] shall pay [PARTY A] $[PURCHASE PRICE] (the ""Purchase Price"").",,747
1577,Purchase Agreement ,"Sale Obligation. [PARTY A] will sell to [PARTY B] the [SHORT DESCRIPTION OF DELIVERABLE], as further defined in the [PURCHASE ORDER] attached to this agreement (the ""[DELIVERABLE]"").",Neutral,748
1578,License Grant ,"CompareLicenseLicense Grant. [PARTY A] hereby grants to [PARTY B] [a non-exclusive / an exclusive], [irrevocable / revocable], [sub-licensable / non-sub-licensable] license[, as further described in [ATTACHMENT], attached to this agreement,] (the ""[DELIVERABLE]"") touse the Licensed Intellectual Property on and in connection with the [Licensed Goods / Licensed Software / Licensed Method] in the Licensed Territory (including on packaging, promotional, and advertising materials), andmake, use, sell, distribute, and advertise the [Licensed Goods / Licensed Software / Licensed Method] in the Licensed Territory.No Other Rights. [PARTY A] reserves for itself all other rights and interest not explicitly granted under this agreement.Definitions[Licensed Goods / Licensed Software / Licensed Method]. ""[Licensed Goods / Licensed Software / Licensed Method]"" means the [goods / software / methods] incorporating or otherwise based on the Licensed Intellectual Property, as listed in [ATTACHMENT], attached to this agreement.Licensed Intellectual Property. ""Licensed Intellectual Property"" means the intellectual property listed in [ATTACHMENT], attached to this agreement.Licensed Territory. ""Licensed Territory"" means [[DESCRIBE LICENSED TERRITORY] / the territory listed in [ATTACHMENT], attached to this agreement].",,748
1579,Standard Services Agreement ,"CompareServices Obligation. [PARTY B] shall perform the [SHORT DESCRIPTION OF SERVICES] services for [PARTY A] (the ""Work Product"")], as described in [ATTACHMENT], attached to this agreement (the ""[DELIVERABLE]"").",,748
1580,Basic Employment Agreement ,"CompareTerms of EmploymentEmployment Services. [PARTY B] will perform the services and responsibilities commensurate with his or her position as [TITLE OF EMPLOYEE], those determined and assigned by [PARTY A], by [PARTY A]'s [SUPERVISOR OF EMPLOYEE] (the ""[DELIVERABLE]""), including[INCLUDE ENUMERATED LIST OF EMPLOYEES'S DUTIES] [PARTY B]'s Compliance with [PARTY A] Policy. [PARTY B] will use reasonable efforts to comply with all of [PARTY A]'s bylaws, policies, and other corporate documentation.",Neutral,748
1581,Subscription Services ,"CompareSubscription ServicesAccess to Subscription Services. [PARTY A] shall provide [PARTY B] with access to the [SHORT DESCRIPTION OF SUBSCRIPTION SERVICE], further defined in [ATTACHMENT], attached to this agreement (the ""[DELIVERABLE]""), and according to the terms of this agreement and to the terms of services, attached to this agreement as [ATTACHMENT].CredentialsTemporary Credentials. [PARTY A] shall provide [PARTY B] with temporary credentials to access the [DELIVERABLE] at [URL OF SUBSCRIPTION SERVICES].Permanent Credentials. After logging into the [DELIVERABLE] for the first time, [PARTY B] shall update the temporary credentials provided by [PARTY A] according to [PARTY A]'s password and credential policies available at [URL OF SUBSCRIPTION SERVICES].",Neutral,748
1582,Executive Employment Agreement ,"CompareTerms of Employment[PARTY B]'s Duties and Services. [PARTY B] will perform the duties and services commensurate with his or her position as [TITLE OF EXECUTIVE POSITION], and those assigned by [PARTY A]'s [chief executive officer][, [OTHER SUPERVISOR OF EXECUTIVE],] or [PARTY A]'s Board (the ""[DELIVERABLE]""), including[INCLUDE DETAILED LIST OF EXECUTIVE'S DUTIES] [PARTY B]'s Authority. [PARTY B] will have the authority commensurate with his or her position as [TITLE OF EXECUTIVE POSITION].[PARTY B]'s Supervisor. [PARTY B] will report to [PARTY A]'s [chief executive officer][, [OTHER SUPERVISOR OF EXECUTIVE],] [and [PARTY A]'s Board].[Transfer of [PARTY B]. [PARTY A]'s [chief executive officer][, [OTHER SUPERVISOR OF EXECUTIVE],] [and [PARTY A]'s Board] may transfer [PARTY B] to another management position.]Performance of [PARTY B]'s DutiesFull Time and Reasonable Efforts. Subject to paragraph [CONFLICTING OR INTERFERING ACTIVITIES] directly below, [PARTY B] will devote his or her reasonable efforts and substantially all his or her productive time and attention during normal working hours to the performance of his or her duties as [PARTY A]'s [TITLE OF EXECUTIVE POSITION].Conflicting or Interfering Activities. Subject to section [NON-COMPETITION], and to the extent none of the following activities materially interfere with [PARTY B]'s performance of his or her employment duties (unless [PARTY A] waives the material interference), [PARTY B] mayexpend reasonable amounts of time in charitable, educational, professional, trade, and civic activities,accept appointment to or continue to serve on any board or as a trustee of any charitable, educational, professional, trade, and civic organization[accept appointment to or continue to serve on the board of director of any business corporation,] andmanage his or her personal investments and affairs.Place of [PARTY B]'s PerformancePrimary Place of Performance. [PARTY B]'s principal place of employment will be [PARTY A]'s[ principal executive office], currently located in [CITY, STATE, COUNTRY (IF APPLICABLE)].Travel Required. As reasonably requested by [PARTY A], [PARTY B] will travel as required to fulfill its duties as [PARTY A]'s [TITLE OF EXECUTIVE POSITION] under this agreement. [PARTY B]'s Compliance with [PARTY A] Policy. [PARTY B] will use reasonable efforts to comply with all of [PARTY A]'s bylaws, policies, and other corporate documentation.",,748
1583,Franchise Grant ,"CompareFranchise GrantGrant. [PARTY A] hereby grants to [PARTY B] [the exclusive / a non-exclusive] right and license to operate a franchised business of the [FRANCHISE NAME] franchise (the ""Franchised Business""), and to use [PARTY A]'s Proprietary Marks designated as part of the Franchised Business within the Territory, at the Franchise Location (the ""[DELIVERABLE]"").Proprietary MarksOwnership of Proprietary Marks and Good Will. [PARTY B] hereby acknowledges that[PARTY A] owns all right, title, and interest in the Proprietary Marks,[PARTY B]'s use of the Proprietary Marks, and any resulting good will, will accrue solely for [PARTY A]'s benefit, andthis agreement does not confer any goodwill or other interests in the Proprietary Marks on [PARTY B].Use of Proprietary Marks. [PARTY B] will use the Proprietary Marks only in compliance with this agreement, and not as part of any corporate or trade name, or in connection with unauthorized goods or services.No Contest. During and after the Term, [PARTY B] will not contest the validity or [PARTY A]'s ownership of the Proprietary Marks.Notification of Infringement and LitigationNotification of Infringement. [PARTY B] shall immediately notify [PARTY A] in writing if it becomes aware of any apparent infringement or challenge to [PARTY B]'s use of any Proprietary Mark, or to any similar trade name, trademark, or service mark, [PARTY B].[PARTY A]'s Control Over Litigation. [PARTY A] will have exclusive control over any litigation in connection with infringement of the Proprietary Marks.[PARTY B]'s Litigation Cooperation. [PARTY B] shall execute any instruments and take all other actions necessary to protect and maintain [PARTY A]'s interests in any litigation in connection with infringement of the Proprietary Marks.Changes to Proprietary MarksNotify [PARTY B] of New Marks. If [PARTY A] chooses to use a new trademark or service mark, to modify or discontinue use of any current Proprietary Mark, or to use any substitute trademark or service mark, [PARTY A] shall promptly notify [PARTY B] of the changes.[PARTY B] Shall Use New Marks. Within a reasonable time after [PARTY A]'s notice of a new mark, a modified or discontinued Proprietary Mark, or substituted mark, [PARTY B] shall, at its own expense, take all actions necessary to incorporate [PARTY A]'s changes to its marks into [PARTY B]'s goods, services, and facilities bearing [PARTY A]'s marks.Rights Reserved by [PARTY A]No Obligation to Grant Additional Franchises. [PARTY A] will not be required to grant any additional franchises to [PARTY B] or any third party.[PARTY A]'s Discretion Over Franchise Terms. [PARTY A] may grant licenses for third parties to operate [FRANCHISE NAME] under whatever conditions [PARTY A] deems appropriate.DefinitionsFranchise Location. ""Franchise Location"" means the location at [INSERT ADDRESS OF FRANCHISE LOCATION].Territory. ""Territory"" means the territory designated in the map attached as [ATTACHMENT].Proprietary Marks. 'Proprietary Marks"" means the trademark, service marks, trade names, and similar marks listed in the attachment [ATTACHMENT].",,748
1584,Data Sharing Agreement ,"CompareLicense Grant to Use Data. [PARTY A] hereby grants to [PARTY B] a limited, non-exclusive, non-transferable, and revocable license to access, copy, and use the Data (the ""[DELIVERABLE]"").",Neutral,748
1585,Research Agreement ,"CompareResearch WorkResearch. [PARTY B] shall perform for [PARTY A] [SHORT DESCRIPTION OF RESEARCH], to be further described in the Research Plan (the ""[DELIVERABLE]"").Research Plan. Before [PARTY B] is required to begin performing [DELIVERABLE] under this agreement, the parties shall cooperate to agree on and draft a written research plan, describing in detail the [DELIVERABLE] [PARTY B] will be required to perform, including a timeline and any milestones in completing the [DELIVERABLE] (the ""Research Plan"").Research ReportsQuarterly Reports. Within [30] Business Days' after the end of each calendar quarter, [PARTY B] shall provide written reports to [PARTY A] on the progress of the [DELIVERABLE].Final Report. Within [60] Business Days' of the completion of the [DELIVERABLE] or termination of this agreement, [PARTY B] shall provide [PARTY A] with a final report.Reports and Meetings by Request. On [PARTY A]'s reasonable response, [PARTY B] shall make additional reports on, or meet with [PARTY A] to discuss the progress of, the [DELIVERABLE] and in relation to the standards and timelines listed in the Research Plan.Research SupervisionInitial Supervisor. The parties hereby agree that [NAMED SUPERVISOR] will supervise the research (the ""Principle Investigator"").Successor Supervisor. If [NAMED SUPERVISOR] is unable to continue to serve as Principal Investigator, the parties shallcooperate to appoint a successor to [NAMED SUPERVISOR], andagree to the successor in writing.Termination for Failure to Appoint Successor. If [NAMED SUPERVISOR] is unable to continue to serve as Principal Investigator and the parties are unable to appoint a mutually-agreed on successor, this agreement will terminate with immediate effect.",,748
1586,At-Will Employment Agreement ,"CompareEmployment TermsEmployment Services. [PARTY B] shall provide [PARTY A] with the services and responsibilities commensurate with his or her position as [TITLE OF EMPLOYEE], those determined and assigned by [PARTY A], by [PARTY A]'s [SUPERVISOR OF EMPLOYEE], (the ""[DELIVERABLE]"") including[INCLUDE ENUMERATED LIST OF EMPLOYEES'S DUTIES] [PARTY B]'s Compliance with [PARTY A] Policy. [PARTY B] shall use reasonable efforts to comply with all of [PARTY A]'s bylaws, policies, and other corporate documentation.At-Will Employment. [PARTY B]'s employment with [PARTY A] is and will continue to be ""At-Will"", as defined under applicable Law.",Heavy Pro-Provider,748
1587,Catering Services Agreement ,"CompareCatering Services. [PARTY A] shall perform for [PARTY B] certain catering services at the Event, as further defined in the [ATTACHMENT], attached to this agreement (the ""[DELIVERABLE]""), which might include providing food and beverages, utensils, dishes, and containers, bar services, staffing, and rentals and decorations.",Neutral,748
1588,Investment Bank Engagement Letter ,"CompareServices[PARTY B]'s Services. As [PARTY A]'s exclusive financial advisor, [PARTY B] shall provide  financial and logistical services and advice to [PARTY A] and assist its management, legal counsel, accountants, and other advisors in connection with the Contemplated Transaction and related issues, including, as necessary or reasonably requested by [PARTY A], including the following.Study Operations. [PARTY B] shall study and review the business, operations, and historical financial performance of [PARTY A] (based upon management’s forecast of financial performance) so as to enable [PARTY B] to provide advice to [PARTY A].Understand Business Needs. [PARTY B] shall build an understanding of [PARTY A]'s business strategy, competitive landscape, financial history, and future projections, funding needs, proposed use of the funds (if they are obtained), and related matters.Formulate Strategy. [PARTY B] shall assist [PARTY A] in attempting to formulate the best strategy to meet [PARTY A]'s working capital and capital resource needs.Prepare Business Plan. [PARTY B] shall prepare a business plan that includes an executive summary, summary of strategic vision, financial history, projections, use of funding, executive biographies, and other information as needed.List of Potential Investors. [PARTY B] shall cultivate a list of targeted potential investors from publicly available angel investor sources and its own professional contacts.Introductions to Lenders and Investors. [PARTY B] shall introduce [PARTY A] to potential lenders of funds as well as to potential investors (whether the potential investment is in the form of debt or equity financing, or some combination of debt and equity).Structure Transactions. [PARTY B] shall assist in the formulation of the terms and structure of any Contemplated Transaction.Present Contemplated Transactions. [PARTY B] shall assist in the presentation to the Board of any Contemplated Transaction.Recommend Professional Connections. [PARTY B] shall recommend other professionals (attorneys, accountants, industry specialists) on an as needed basis.Additional Investment Banking Services. [PARTY B] shall provide other financial advisory and investment banking services in connection with any conversions, offerings, exchanges, or other aspects of a Contemplated Transaction as may be agreed upon by the parties.[PARTY A]'s Acknowledgment Regarding Completed Transactions. [PARTY A] acknowledgesthat there is no guarantee or assurance made by [PARTY B] that a Completed Transaction will ever be achieved,[PARTY B]’s duty to [PARTY A] is to perform its obligations under this agreement in a timely and professional manner, and[PARTY B] will have no liability to [PARTY A] if Completed Transaction is not consummated.",Neutral,748
1589,Master Services Agreement ,"CompareServices. [PARTY A] shall provide [PARTY B] with the services and products described in the Statements of Work (the ""[DELIVERABLE]"").",Neutral,748
1590,Trademark License ,"CompareLicense Grant to Use Data. [PARTY A] hereby grants to [PARTY B] a limited, non-exclusive, non-transferable, and revocable license to access, copy, and use the Data (the ""Data"").",Neutral,748
1591,Software License ,"CompareLicense GrantSoftware License. [PARTY A] hereby grants to [PARTY B] [an exclusive / a non-exclusive], [transferable / non-transferable], [sublicensable / non-sublicensable], [revocable / irrevocable] license (the ""[DELIVERABLE]"") to use the Software.No Other Rights. [PARTY A] reserves for itself all other rights and interest not explicitly granted under this agreement.Software. ""Software"" means [SHORT DESCRIPTION OF SOFTWARE] [the software described in the [ATTACHMENT], attached to this agreement].",Neutral,748
1592,Software as a Service Agreement ,"CompareGrant of License to Access and Use Service. [PARTY A] hereby grants to [PARTY B], including to all [PARTY B]'s Authorized Users, a non-exclusive, non-sublicensable, non-assignable, royalty-free, and worldwide license to access and use the [DESCRIPTION OF SAAS SERVICE] (the “Service”) solely for [PARTY B]'s internal business operations (the ""[DELIVERABLE]""), according to [PARTY A]'s terms and policies listed at [URL].",Neutral,748
1593,Subscription Deliverable ,"CompareSubscription. [PARTY A] shall provide [PARTY B] with the subscription for [SHORT DESCRIPTION OF SUBSCRIPTION DELIVERABLE], more further described in the [ATTACHMENT], attached to this agreement (the ""[DELIVERABLE]"").",Neutral,748
1594,Hosting Agreement ,"CompareHosting Services. [PARTY A] shall provide [PARTY B] with certain website hosting services and systems [including website server space, email capability, internet access, and domain name registration / according to the attached [STATEMENT OF WORK]] (the ""[DELIVERABLE]"").",Neutral,748
1595,Software License — Master Service Agreement ,"CompareLicense GrantSoftware License. Unless otherwise specified in the applicable Statement of Work, [PARTY A] hereby grants to [PARTY B] a non-exclusive, [transferable / non-transferable], [sublicensable / non-sublicensable], [revocable / irrevocable] license to use the Software, but only for the purpose of this agreement and as necessary to use hardware or systems [PARTY B] purchases.No Other Rights. [PARTY A] reserves for itself all other rights and interest not explicitly granted under this agreement.",Neutral,748
1596,"Product Resale, Distribution, or Supply Agreement ","CompareProvide Products. [PARTY A] shallfulfill all of [PARTY B]'s Purchase Orders that [PARTY A] accepts, andreplace or repair defective Products that are under warranty.",Neutral,748
1597,Content License Agreement ,"CompareLicense GrantContent License Grant. [PARTY A] hereby grants to [PARTY B] a limited, [nonexclusive / exclusive], [worldwide], [transferable / nontransferable], [sublicensable / nonsublicensable], and royalty-free license touse, modify, reproduce, distribute, display, and transmit the [PARTY A] Content in electronic form over the internet and third party networks in connection with [PARTY B]'s properties, and to permit users of [PARTY B]'s properties to download and print the [PARTY A] Content, andmodify the [PARTY A] Content only for the purpose of fitting the format, look, and feel of [PARTY B]'s property.Trademark License Grant. [PARTY A] hereby grants [PARTY B] a limited, non-exclusive, and royalty-free license to use the [PARTY A] Trademarks solely in connection with [PARTY B]'s rights and obligations under this agreement. Limitations on License Use[PARTY A] Approval of Content Use. [PARTY B] shall submit all proposed uses of the [PARTY A] Content for [PARTY A] to review and approve or reject.Trademark Usage. [PARTY B] will use the [PARTY A] Trademarks only in compliance with [PARTY A]'s trademark use policies that [PARTY A] provides [PARTY B] in writing, and will not use the [PARTY A] Trademarks in any way to suggest or imply that [PARTY B] is affiliated with, endorsed or sponsored by, or created in association with [PARTY A], except as [PARTY A] agrees to. Benefit of Trademark Usage. [PARTY B] hereby agrees that all uses their uses of the [PARTY A] Trademarks will inure to the benefit of and on behalf of [PARTY A].",Neutral,748
1598,End Use License Agreement Grant ,"CompareLicenseLicense Grant. [PARTY A] hereby grants to [PARTY B] a non-exclusive, revocable, non-sublicensable license to use the Licensed Software.No Other Rights. [PARTY A] reserves for itself all other rights and interest not explicitly granted under this agreement.",Neutral,748
1599,Integration Services Agreement ,"CompareIntegration ServicesScope of ServicesServices Described in Task Orders. [PARTY B] shall perform the Services and provide the Deliverables to [PARTY A] that are described in each task order between the parties (each one, a ""TO"").Execute and Attach Task Orders. The parties shall execute each TO in writing, signed by each party, and attach each one to this agreement, each TO listing the particulars of each project, including the Services, Deliverables, schedule, budget, and acceptance criteria of the project. Implementation Methodology. [PARTY B] shall perform its Services in accordance with the implementation methodology attached to this agreement as [ATTACHMENT].System Architecture. [PARTY B] shall perform its Services in compliance with the system architecture described in the architectural diagram provided in each applicable TO. Project ManagementProject Team. Each party shall provide the personnel from their respective organizations that satisfy the roles, responsibilities, skill set requirements, and time commitments described in each applicable TO (each team of personnel, a ""Project Team"").Project Organization. The parties shall organize each Project Team in accordance with the Project organization chart provided in the applicable TO.Project Reporting and RecordsStatus Reports. [PARTY B] shall submit project status reports to [PARTY A] at least once a week, using the example report form attached to this agreement as [ATTACHMENT]. Records. [PARTY B] shall maintain accurate records, reports, and logs of all matters and activity that relate to the Services, the Project, and this agreement, and allow [PARTY A] to inspect those records, reports, and logs.Project Plan. [PARTY B] shall perform each of the Services in accordance with the applicable TO's project plan.Duties of Client Provide Equipment. [PARTY A] shall provide [PARTY B] the equipment, data, information, workspace, [PARTY A] deliverables, and personnel identified in each TO. Provision of Information and Decision-Making. Unless specified otherwise in a TO, [PARTY A] shall provide the required information and make decisions in a reasonably expeditious and timely manner.Change Order ProcessPropose Changes to Services. Either party may request to change or supplement any of the Services under this agreement by submitting a change order to the other party, including any changes to the schedule, budget, Deliverables, or Acceptance Criteria), on the form attached to this agreement on [ATTACHMENT]. Change Orders Effective When Signed. A change order will only be effective and the proposed changes binding on the parties when the change order is signed by each party. Deliverable Acceptance ProcessInitial Delivery. [PARTY B] shall deliver each completed Deliverable on or before the applicable due date listed in the applicable TO.Initial Acceptance Period. On delivery, [PARTY A] may have [ACCEPTANCE PERIOD DAYS] Business Days to accept or reject the Deliverable, based on the Acceptance Criteria established for that Deliverable in the applicable TO.Rejection. [PARTY A] may reject a Deliverable for failing to meet the Acceptance Criteria by providing [PARTY B] written notice before the end of the acceptance period and specifying the basis of the rejection.Remedy and Re-Deliver Non-Complying Deliverables. If [PARTY A] notifies [PARTY B] that [PARTY A] has rejected the Deliverable, [PARTY B] shall remedy the failure and re-deliver the Deliverable within [CURE PERIOD] Business Days after receiving [PARTY A]'s noticeAcceptance of Re-Delivery. On delivery of the remedied Deliverable, [PARTY A] may have [ACCEPTANCE PERIOD DAYS] Business Says to accept or reject the Deliverable, based on the requirements and acceptance criteria for that Deliverable, as described above.Termination for Repeated Failure. If [PARTY A] rejects remedied Deliverables, [PARTY A] may terminate this agreement or the applicable TO.Deemed Acceptance. If [PARTY A] does not reject a Deliverable in writing within the acceptance period, [PARTY A] will be deemed to have accepted that Deliverable at the expiration of the acceptance period. ",Neutral,748
1600,Intellectual Property Security Agreement ,"CompareLicense Grant to Use Intellectual PropertyGrant of License in Case of Default. [PARTY B] hereby grants [PARTY A] an irrevocable, non-exclusive, non-transferable, royalty-free license to use, license, or sub-license any of the Collateral after or during a Default, but only as necessary for [PARTY A] to exercise its rights and remedies under this agreement after or during that Default.Compliance with Trademark Policies. If [PARTY A] uses any of [PARTY B]'s trademarks under this section, [PARTY A] shall comply with all trademark use policies and guidelines [PARTY B] provides in writing.Continuation of Grants Made During Default. [PARTY B] will continue to be bound by licenses, sublicenses, and transfers [PARTY A] grants during a Default even after that Default is cured, if it is cured.",Neutral,748
1601,Patent License Agreement ,"Compare Grant of LicenseExclusive Grant. The Licensor grants to the Licensee an exclusive, non-transferable license todevelop and commercialize the Licensed Products,market and sell Licensed Products anywhere in the Licensed Territory, andsub-license the Licensed Patents,in accordance with the terms of this agreement.Licensee's Use of Licensed Patents. The Licensee shall use the Licensed Patents only in accordance with this agreement.Reservation of Rights. Any rights not expressly granted to the Licensee in this agreement are reserved to the Licensor. The Licensee does not acquire any interest other than the rights to the Licensed Patents granted under this agreement.",,748
1602,Explicit statement of access ,"Compare Software ServiceGrant of Access to Service. The Company grants the Customer a non-exclusive, non-assignable, royalty-free, worldwide right to access and use the [DESCRIPTION OF SAAS SERVICE] (the ""Service"") solely for the Customer's internal business operations and subject to the terms of this agreement.Acknowledgment of Access. The Customer acknowledges that this agreement is a services agreement and the Company will not deliver copies of any software to the Customer as part of the Service.",,748
1603,Grant of License to Access and Use Service ,"CompareGrant of License to Access and Use Service. Company hereby grants to Customer, including to all Customers's Authorized Users, a non-exclusive, non-sublicensable, non-assignable, royalty-free, and worldwide license to access and use the service (the “Service”) solely for Customer's internal business operations in accordance with the terms of this agreement and the Company's online terms of use.",,748
1604,Default ,"Purpose. The ""Purpose"" of this agreement is [SHORT DESCRIPTION OF PURPOSE].",Neutral,749
1605,Data Sharing Agreement ,"ComparePurpose of Data Sharing. The parties are entering into this agreement, and [PARTY A] is granting [PARTY B] access to the Data (defined in section [DESCRIPTION OF DATA]), for the purpose of [INSERT SHORT DESCRIPTION OF PURPOSE OF THE DATA USE] (the ""Purpose"").",Neutral,749
1606,Gift Acceptance Policy ,"ComparePurpose. This policy applies to all Gifts offered to [PARTY A] for any of its programs or services or for general operating needs, listing the conditions for[PARty A] accepting gifts and providing guidance to prospective donors.",Neutral,749
1607,Proof of Concept - evaluation ,"ComparePurpose of Data Sharing. The parties are entering into this agreement, and [PARTY A] is granting [PARTY B] access to the Data (defined in section [DESCRIPTION OF DATA]), for the purpose of [INSERT SHORT DESCRIPTION OF PUROSE OF THE DATA USE] (the ""Purpose"").",,749
1608,Purpose ,2. Purpose. The purpose of this Non-Disclosure Agreement is to define the conditions under which confidential information will be disclosed between the Parties in connection with [PURPOSE OF DISCLOSURE].,Neutral,750
1609,PURPOSE AND INTENT ,"II. PURPOSE AND INTENT 1. The mutual promises and representations herein are deemed by each Party hereto to be good and sufficient consideration for this Agreement. 2. The intent and objective of this Agreement is to facilitate sharing of Covered Data for Permitted Purposes. Covered Data to be shared pursuant to this Agreement is to be treated as confidential, business sensitive, and potentially harmful to competition if inappropriately disseminated. Any recipient of Covered Data agrees, both as a condition to its right to receive Covered Data under this Agreement and as a contractual obligation under this Agreement, to treat any Covered Data received herein as follows: a. The Covered Data is to be kept in strict confidence and protected from public or other unpermitted disclosure; b. The Covered Data is to be used solely for the Permitted Purposes; and c. The Covered Data is not to be used, or made available for use, in Merchant/Market Function activities as defined herein, except as permitted by the FERC Standards of Conduct. 3. Nothing in this Agreement shall be understood to authorize: a. The sharing of information where prohibited by the FERC Standards of Conduct; b. The release of Critical Energy Infrastructure Information or Critical Infrastructure Information; c. The release of information where release is prohibited or limited by the North American Electric Reliability Corporation Reliability Standards; or d. The release of information where release is prohibited or limited by another agreement or any other applicable law or regulation.",,751
1610,Quality ,"Quality Control. [PARTY A] will manufacture the Products in conformity to the Specifications, and to industry-standard good manufacturing practices and quality control procedures.",Neutral,752
1611,Buyer Favored ,"Compare1. Quality Control1.1. Quality Control Standards. [PARTY ] will maintain and follow[, and will cause its third party vendors to maintain and follow,] a quality control and testing program that is consistent with the quality standards defined in the Specifications (the ""Quality Control Procedures"").1.1. Delivery in Compliance with Standards. [PARTY A] will supply the Product to [PARTY B] manufactured in accordance with the Quality Control Procedures.1.1. Certification of Compliance with Standards. Each shipment of Product delivered to [PARTY B] will be accompanied by a written certificate of compliance, executed by an authorized officer of [PARTY A], confirming that the Product is manufactured in accordance with the Quality Control Procedures (""Certificate of Compliance"").",,752
1612,Quality Control ,"Quality ControlQuality Standards. Licensee agrees that the nature and quality of:all services rendered by Licensee in connection with the Trademarks;all goods sold by Licensee under the Trademarks; andall related advertising, promotional and other related uses of the Trademarks by Licensee shall conform to standards set by and be under the control of Licensor.Quality MaintenanceQuality Inspection. Licensee agrees to cooperate with Licensor in facilitating Licensor's control of such nature and quality, to permit reasonable inspection of Licensee's operation, and to supply Licensor with specimens of all uses of the Trademarks upon request.Government Approvals. Licensor shall comply with all applicable laws and regulations and obtain all appropriate government approvals pertaining to the sale, distribution and advertising of goods and services covered by this License.",Neutral,753
1613,Pro-Licensee ,"CompareQuality Control. Upon the Licensor's reasonable request and at no cost to the Licensor, the Licensee shall provide the Licensor with any materials that include the Marks for the purpose of determining the Licensee's compliance with this agreement.",,753
1614,Real Property Lease ,"Quiet Enjoyment. [PARTY A] shall ensure [PARTY B] has exclusive, undisturbed, and uninterrupted possession and quiet enjoyment of the Premise against any person claiming by, through, or under [PARTY A].",Neutral,754
1615,Personal Property Lease ,"CompareQuiet Enjoyment. If [PARTY B] is not in breach or Default of this agreement, [PARTY A]will not interfere with [PARTY B]'s use and enjoyment of the Equipment, andshall use reasonable efforts to ensure that no third party interferes with [PARTY B]'s use and enjoyment of the Equipment.",Neutral,754
1616,Quorum ,"Quorum. A majority of the outstanding shares of the Corporation entitled to vote, represented in person or by proxy, constitutes a quorum at a stockholders meeting.",Neutral,755
1617,Standard ,"Radon Gas Disclosure. As required by Law, [PARTY A] makes the following disclosure regarding Radon gas: Radon is a naturally occurring radioactive gas that, when it has accumulated in a building in sufficient quantities, may present health risks to persons who are exposed to it over time. Levels of radon that exceed federal and state guidelines have been found in buildings in [STATE]. Additional information regarding radon and radon testing may be obtained from your county health department.",Neutral,756
1618,Ratification ,"Ratification of Lease. All parties ratify the terms of the Lease, as modified by this agreement.",Neutral,757
1619,Specific Acknowledgements ,"CompareRatification of Lease. The parties ratify and approve the terms of the Lease Agreement, as modified by this agreement, which remains in full force and effect. The parties acknowledge that the Lease Agreement will expire on [LEASE EXPIRATION DATE].",,757
